volume,volume_index,price_per_avocado,type,temperature,temperature_usa,humidity,humidity_usa,precipitation,precipitation_usa,year,season,date,region,longitude,latitude
64236.62,4.11849471277832,1.33,conventional,6.06,9.29188679245283,95.04,84.6037735849057,9.72,8.09849056603774,2015,winter,2015-12-27,Albany,-73.75623,42.65258
54876.98,3.99086525501535,1.35,conventional,-1.1,4.48358490566038,75.06,77.0588679245283,0.01,1.32169811320755,2015,winter,2015-12-20,Albany,-73.75623,42.65258
118220.22,4.63226306567056,0.93,conventional,7.11,12.1984905660377,88.7,88.6645283018868,0.03,6.2877358490566,2015,winter,2015-12-13,Albany,-73.75623,42.65258
78992.15,4.28915714032709,1.08,conventional,1.5,7.31943396226415,88.07,79.5622641509434,0,1.45207547169811,2015,winter,2015-12-06,Albany,-73.75623,42.65258
51039.6,3.93278606203001,1.28,conventional,-2,6.23283018867925,73.15,76.5254716981132,0.01,2.93981132075472,2015,autumn,2015-11-29,Albany,-73.75623,42.65258
55979.78,4.00687977050711,1.26,conventional,4.43,5.63339622641509,75.5,66.8588679245283,0.22,1.02584905660377,2015,autumn,2015-11-22,Albany,-73.75623,42.65258
83453.76,4.33510209834902,0.99,conventional,4.38,9.5577358490566,88.14,72.8239622641509,0,1.53603773584906,2015,autumn,2015-11-15,Albany,-73.75623,42.65258
109428.33,4.56542569808705,0.98,conventional,4.96,10.1505660377358,80.92,69.3630188679245,0.01,1.95867924528302,2015,autumn,2015-11-08,Albany,-73.75623,42.65258
99811.42,4.48653819018581,1.02,conventional,8.72,14.5784905660377,82.58,80.2118867924528,0.49,4.41132075471698,2015,autumn,2015-11-01,Albany,-73.75623,42.65258
74338.76,4.23867851538234,1.07,conventional,9.06,14.5824528301887,86.3,73.6516981132075,3.95,6.35754716981132,2015,autumn,2015-10-25,Albany,-73.75623,42.65258
84843.44,4.34896151035741,1.12,conventional,0.11,10.9739622641509,66.48,64.1824528301887,0.09,0.761320754716981,2015,autumn,2015-10-18,Albany,-73.75623,42.65258
64489.17,4.12170053622051,1.28,conventional,10.94,17.1081132075472,74.13,63.4118867924528,0,0.245849056603774,2015,autumn,2015-10-11,Albany,-73.75623,42.65258
61007.1,4.07646748944656,1.31,conventional,9.4,15.6477358490566,67.96,72.9977358490566,0,1.30320754716981,2015,autumn,2015-10-04,Albany,-73.75623,42.65258
106803.39,4.54453269252569,0.99,conventional,13.3,20.0837735849057,57.41,68.3192452830189,0,1.64792452830189,2015,autumn,2015-09-27,Albany,-73.75623,42.65258
69759.01,4.18614141779456,1.33,conventional,15.18,21.2315094339623,69.87,58.8079245283019,1.59,0.515471698113208,2015,autumn,2015-09-20,Albany,-73.75623,42.65258
76111.27,4.2582328743946,1.28,conventional,16.98,19.3033962264151,87.13,63.0683018867925,15.18,1.98,2015,autumn,2015-09-13,Albany,-73.75623,42.65258
99172.96,4.4810618724179,1.11,conventional,22.14,23.8267924528302,56.79,60.5562264150943,0,1.25433962264151,2015,autumn,2015-09-06,Albany,-73.75623,42.65258
105693.84,4.53556205999594,1.07,conventional,22.6,23.6130188679245,61.4,66.3739622641509,0.03,2.73641509433962,2015,summer,2015-08-30,Albany,-73.75623,42.65258
79992.09,4.299653795505,1.34,conventional,21.82,23.3154716981132,68.5,62.3979245283019,0.08,1.89339622641509,2015,summer,2015-08-23,Albany,-73.75623,42.65258
80043.78,4.30019318403089,1.33,conventional,23.59,25.4656603773585,70.75,59.3781132075472,0.49,1.75924528301887,2015,summer,2015-08-16,Albany,-73.75623,42.65258
111140.93,4.5788151769662,1.12,conventional,21.15,24.5149056603774,60.51,63.2249056603774,0,1.05547169811321,2015,summer,2015-08-09,Albany,-73.75623,42.65258
75133.1,4.24749300546578,1.45,conventional,21.49,25.0150943396226,58.44,58.2430188679245,0,1.91358490566038,2015,summer,2015-08-02,Albany,-73.75623,42.65258
106757.1,4.54416012145568,1.11,conventional,22.56,24.6564150943396,77.15,66.8211320754717,2.88,3.02207547169811,2015,summer,2015-07-26,Albany,-73.75623,42.65258
96617,4.45881573924512,1.26,conventional,25.34,26.3175471698113,76.32,70.3109433962264,4.76,2.25245283018868,2015,summer,2015-07-19,Albany,-73.75623,42.65258
124055.31,4.67419371005007,1.05,conventional,21.76,24.3960377358491,75.12,67.0190566037736,0,2.0777358490566,2015,summer,2015-07-12,Albany,-73.75623,42.65258
109252.12,4.56403736898056,1.35,conventional,19.57,23.2445283018868,77.59,70.621320754717,0.16,3.09377358490566,2015,summer,2015-07-05,Albany,-73.75623,42.65258
89534.81,4.39428642317224,1.37,conventional,14.78,22.4267924528302,90.59,68.2377358490566,19.93,3.90339622641509,2015,summer,2015-06-28,Albany,-73.75623,42.65258
104849.39,4.52867776394681,1.27,conventional,21.68,24.2215094339623,86.09,70.6264150943396,14.91,4.91943396226415,2015,summer,2015-06-21,Albany,-73.75623,42.65258
